inputId,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
19266,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19267,medium,0,4,2,36-60,pay duly,1-3 months,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19268,high,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19269,medium,0,3,1,36-60,pay duly,pay duly,pay duly,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,1
19270,low,0,2,2,36-60,>3 months,>3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19271,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19272,high,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
19273,medium,0,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19274,medium,0,1,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19275,high,0,1,1,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19276,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19277,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,medium,low,low,low,0
19278,low,0,2,2,36-60,pay duly,pay duly,1-3 months,1-3 months,pay duly,1-3 months,low,low,low,low,low,low,low,0
19279,medium,0,2,1,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19280,high,0,1,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19281,medium,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19282,high,0,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19283,medium,0,1,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
19284,medium,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19285,medium,0,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19286,medium,0,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19287,high,0,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19288,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19289,high,0,1,1,36-60,pay duly,pay duly,pay duly,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,0
19290,medium,0,2,1,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19291,medium,0,2,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19292,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,0
19293,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19294,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19295,high,0,2,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19296,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19297,high,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19298,high,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
19299,high,0,1,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,medium,low,low,0
19300,medium,0,2,1,36-60,pay duly,pay duly,pay duly,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,0
19301,high,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,medium,low,low,0
19302,medium,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,medium,low,low,low,low,low,low,0
19303,medium,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19304,high,0,1,1,≤35,1-3 months,1-3 months,pay duly,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19305,high,0,1,2,≤35,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,pay duly,low,low,low,low,low,low,low,0
19306,medium,0,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19307,high,0,1,1,≤35,pay duly,1-3 months,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19308,medium,0,3,1,≤35,pay duly,pay duly,1-3 months,pay duly,1-3 months,pay duly,low,low,low,low,low,low,low,0
19309,high,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19310,high,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19311,high,0,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19312,medium,0,1,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19313,medium,0,1,1,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19314,medium,0,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19315,medium,0,1,1,36-60,1-3 months,1-3 months,1-3 months,>3 months,>3 months,>3 months,low,low,low,low,low,low,low,0
19316,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19317,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19318,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19319,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,pay duly,pay duly,1-3 months,low,low,low,low,medium,low,low,1
19320,medium,0,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,0
19321,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
19322,medium,0,2,1,36-60,>3 months,>3 months,>3 months,>3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19323,medium,0,1,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19324,medium,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19325,high,0,2,1,36-60,pay duly,pay duly,pay duly,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19326,high,0,2,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19327,medium,0,3,1,36-60,1-3 months,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19328,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19329,low,0,3,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19330,high,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19331,low,0,3,1,≤35,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19332,low,0,3,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19333,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19334,medium,0,3,2,36-60,pay duly,pay duly,pay duly,pay duly,1-3 months,pay duly,low,low,low,low,low,low,low,0
19335,high,0,2,1,36-60,pay duly,pay duly,1-3 months,1-3 months,pay duly,pay duly,medium,low,low,low,low,low,medium,0
19336,high,0,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19337,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19338,medium,0,5,2,36-60,1-3 months,1-3 months,pay duly,pay duly,pay duly,pay duly,medium,low,low,low,low,low,low,0
19339,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19340,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19341,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19342,medium,0,3,0,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19343,high,0,1,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19344,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19345,high,0,2,1,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19346,low,0,3,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19347,high,0,2,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19348,low,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19349,low,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19350,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19351,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
19352,high,0,2,1,36-60,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19353,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
19354,low,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19355,high,0,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,0
19356,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19357,low,0,3,1,36-60,1-3 months,pay duly,pay duly,pay duly,1-3 months,pay duly,low,low,low,low,low,low,low,0
19358,medium,0,1,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19359,medium,0,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19360,low,0,2,1,≤35,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19361,high,0,2,1,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19362,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19363,medium,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19364,low,0,5,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19365,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19366,medium,0,3,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,medium,low,medium,low,medium,0
19367,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19368,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
19369,medium,0,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19370,high,0,3,2,36-60,1-3 months,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19371,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,medium,low,low,low,low,low,low,0
19372,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,medium,low,low,low,0
19373,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19374,high,0,3,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19375,medium,0,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19376,high,0,4,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19377,low,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,1
19378,medium,0,2,1,36-60,1-3 months,1-3 months,pay duly,pay duly,pay duly,pay duly,medium,low,low,low,low,low,low,0
19379,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19380,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19381,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19382,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,1-3 months,pay duly,low,low,low,low,low,low,low,0
19383,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19384,high,0,1,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19385,medium,0,2,1,≤35,1-3 months,>3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
19386,low,0,3,0,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19387,high,0,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19388,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19389,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
19390,high,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
19391,medium,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19392,high,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
19393,high,0,2,1,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19394,medium,0,3,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,medium,low,low,low,low,low,0
19395,medium,0,1,2,≤35,1-3 months,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19396,medium,0,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
19397,high,0,1,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19398,medium,0,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19399,high,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,low,low,medium,low,low,0
19400,medium,0,2,1,≤35,1-3 months,1-3 months,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19401,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19402,high,0,2,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19403,low,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19404,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19405,medium,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19406,high,0,2,1,36-60,1-3 months,1-3 months,pay duly,1-3 months,pay duly,1-3 months,low,low,low,low,low,low,low,0
19407,high,0,2,1,36-60,pay duly,pay duly,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19408,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
19409,medium,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19410,high,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,medium,0
19411,high,0,1,1,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19412,medium,0,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19413,medium,0,1,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19414,medium,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19415,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19416,high,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19417,high,0,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19418,medium,0,1,1,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,medium,low,low,low,low,medium,low,0
19419,medium,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19420,high,0,1,1,≤35,pay duly,pay duly,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,high,low,0
19421,high,0,2,1,≤35,pay duly,pay duly,pay duly,pay duly,1-3 months,pay duly,low,low,low,low,low,low,low,1
19422,medium,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19423,medium,0,1,2,≤35,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
19424,medium,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19425,medium,0,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19426,medium,0,2,2,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,medium,low,low,low,low,low,low,0
19427,high,0,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,medium,low,low,low,low,low,low,0
19428,medium,0,2,2,≤35,pay duly,pay duly,pay duly,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
19429,medium,0,3,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19430,medium,0,2,2,36-60,pay duly,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,medium,low,low,low,0
19431,high,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
19432,medium,0,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19433,medium,0,2,1,36-60,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19434,medium,0,2,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19435,medium,0,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19436,medium,0,2,1,36-60,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,medium,low,low,low,low,low,low,0
19437,medium,0,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,medium,0
19438,low,0,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19439,high,0,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,medium,medium,low,medium,low,low,low,0
19440,medium,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
19441,low,0,1,2,36-60,1-3 months,1-3 months,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
19442,high,0,2,2,36-60,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
19443,high,0,1,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
